date,txn_id,customer_id,customer_name,customer_type,product,sub_product,geography,channel,units,unit_price,discount,net_revenue,cogs
2024-08-15,T00196,C016,Onyx Systems,Mid-market,Cloud,AI Infrastructure,Americas,direct,105.8128,1.4558,3.0808,150.9615,76.2355
2024-08-15,T00197,C017,Cinder Media,Mid-market,Cloud,Data Platform,Americas,direct,136.3675,1.4558,3.9705,194.5534,98.2495
2024-08-15,T00198,C018,Fable Group,Mid-market,Cloud,Data Platform,EMEA,partner,82.3117,1.4558,2.3966,117.4328,59.3036
2024-08-15,T00199,C019,Granite Robotics,Mid-market,Cloud,Data Platform,APAC,direct,169.2159,1.4558,4.9269,241.4177,121.9159
2024-08-15,T00200,C020,Iris Logistics,Mid-market,Cloud,Data Platform,Americas,direct,143.0712,1.4558,4.1657,204.1174,103.0793
2024-08-15,T00201,C021,Juniper Mobility,Mid-market,Cloud,Data Platform,Americas,partner,158.2419,1.4558,4.6074,225.7613,114.0094
2024-08-15,T00202,C022,Krill Bank,Mid-market,Cloud,Data Platform,EMEA,direct,120.2253,1.4558,3.5005,171.5235,86.6194
2024-08-15,T00203,C023,Lattice Labs,Mid-market,Cloud,Data Platform,APAC,direct,195.3362,1.4558,5.6874,278.683,140.7349
2024-08-15,T00204,C024,Mosaic Energy,Mid-market,Cloud,Data Platform,Americas,partner,180.8698,1.4558,5.2662,258.0441,130.3123
2024-08-15,T00205,C025,Nimbus Health,Mid-market,Cloud,Data Platform,Americas,direct,161.262,1.4558,4.6953,230.0699,116.1853
2024-08-15,T00206,C026,Opal Foods,Mid-market,Cloud,Data Platform,EMEA,direct,101.4484,1.4558,2.9538,144.7348,73.0911
2024-08-15,T00207,C027,Pylon Retail,Mid-market,Cloud,Data Platform,APAC,partner,129.6856,1.4558,3.7759,185.0204,93.4353
2024-08-15,T00208,C028,Quartz Systems,Mid-market,Cloud,Data Platform,Americas,direct,79.3046,1.4558,2.309,113.1426,57.137
2024-08-15,T00209,C029,Rune Media,SMB,Cloud,Productivity Suite,Americas,direct,139.87,0.5522,0.0,77.2362,39.0043
2024-08-15,T00210,C030,Sable Group,SMB,Cloud,Productivity Suite,EMEA,partner,216.9166,0.5522,0.0,119.7814,60.4896
2024-08-15,T00211,C031,Tundra Robotics,SMB,Cloud,Productivity Suite,APAC,direct,228.3779,0.5522,0.0,126.1103,63.6857
2024-08-15,T00212,C032,Umber Logistics,SMB,Cloud,Productivity Suite,Americas,direct,284.4659,0.5522,0.0,157.0821,79.3264
2024-08-15,T00213,C033,Vertex Mobility,SMB,Cloud,Productivity Suite,Americas,partner,171.4324,0.5522,0.0,94.665,47.8058
2024-08-15,T00214,C034,Willow Bank,SMB,Cloud,Productivity Suite,EMEA,direct,177.8018,0.5522,0.0,98.1821,49.582
2024-08-15,T00215,C035,Xenon Labs,SMB,Cloud,Productivity Suite,APAC,direct,189.748,0.5522,0.0,104.7788,52.9133
2024-08-15,T00216,C036,Yield Energy,SMB,Cloud,Productivity Suite,Americas,partner,147.1457,0.5522,0.0,81.2539,41.0332
2024-08-15,T00217,C037,Zephyr Health,SMB,Cloud,Productivity Suite,Americas,direct,134.6736,0.5522,0.0,74.3668,37.5552
2024-08-15,T00218,C038,Northwind Foods,SMB,Cloud,Productivity Suite,EMEA,direct,190.4284,0.5522,0.0,105.1545,53.103
2024-08-15,T00219,C039,Bluepeak Retail,SMB,Cloud,Productivity Suite,APAC,partner,154.4993,0.5522,0.0,85.3145,43.0838
2024-08-15,T00220,C040,Atlas Systems,SMB,Cloud,Productivity Suite,Americas,direct,214.7424,0.5522,0.0,118.5808,59.8833
2024-08-15,T00221,C041,Ridgeline Media,SMB,Cloud,Productivity Suite,Americas,direct,186.0853,0.5522,0.0,102.7563,51.8919
2024-08-15,T00222,C042,Solent Group,SMB,Cloud,Productivity Suite,EMEA,partner,248.432,0.5522,0.0,137.1841,69.278
2024-08-15,T00223,C043,Kestrel Robotics,SMB,Cloud,Productivity Suite,APAC,direct,219.8914,0.5522,0.0,121.424,61.3191
2024-08-15,T00224,C044,Marrow Logistics,SMB,Cloud,Productivity Suite,Americas,direct,169.3591,0.5522,0.0,93.5201,47.2277
2024-08-15,T00225,C045,Quill Mobility,SMB,Cloud,Productivity Suite,Americas,partner,248.3274,0.5522,0.0,137.1264,69.2488
2024-08-15,T00226,C046,Harbor Bank,SMB,Cloud,Productivity Suite,EMEA,direct,241.6289,0.5522,0.0,133.4275,67.3809
2024-08-15,T00227,C047,Vector Labs,SMB,Cloud,Productivity Suite,APAC,direct,180.0402,0.5522,0.0,99.4182,50.2062
2024-08-15,T00228,C048,Lumen Energy,SMB,Cloud,Productivity Suite,Americas,partner,165.4729,0.5522,0.0,91.3742,46.1439
2024-08-15,T00229,C049,Praxis Health,SMB,Cloud,Productivity Suite,Americas,direct,216.8238,0.5522,0.0,119.7301,60.4637
2024-08-15,T00230,C050,Onyx Foods,SMB,Cloud,Productivity Suite,EMEA,direct,136.7827,0.5522,0.0,75.5314,38.1434
2024-08-15,T00231,C051,Cinder Retail,SMB,Cloud,Productivity Suite,APAC,partner,149.2402,0.5522,0.0,82.4104,41.6173
2024-08-15,T00232,C052,Fable Systems,SMB,Cloud,Productivity Suite,Americas,direct,107.9155,0.5522,0.0,59.5909,30.0934
2024-08-15,T00233,C053,Granite Media,Advertiser,Search Ads,Brand ads,APAC,direct,5827.7309,0.3777,0.0,2201.1214,770.3925
2024-08-15,T00234,C054,Iris Group,Advertiser,Search Ads,Brand ads,Americas,partner,5190.7292,0.3777,0.0,1960.5272,686.1845
2024-08-15,T00235,C055,Juniper Robotics,Advertiser,Search Ads,Brand ads,EMEA,direct,5431.206,0.3777,0.0,2051.3548,717.9742
2024-08-15,T00236,C056,Krill Logistics,Advertiser,Search Ads,Brand ads,APAC,direct,5966.851,0.3777,0.0,2253.6667,788.7834
2024-08-15,T00237,C057,Lattice Mobility,Advertiser,Search Ads,Brand ads,Americas,partner,4698.5701,0.3777,0.0,1774.6398,621.1239
2024-08-15,T00238,C058,Mosaic Bank,Advertiser,Search Ads,Brand ads,EMEA,direct,5144.6775,0.3777,0.0,1943.1336,680.0968
2024-08-15,T00239,C059,Nimbus Labs,Advertiser,Search Ads,Brand ads,APAC,direct,3142.7827,0.3777,0.0,1187.0222,415.4578
2024-08-15,T00240,C060,Opal Energy,Advertiser,Search Ads,Brand ads,Americas,partner,2941.9392,0.3777,0.0,1111.1641,388.9074
2024-08-15,T00241,C061,Pylon Health,Advertiser,Search Ads,Brand ads,EMEA,direct,5238.0257,0.3777,0.0,1978.391,692.4369
2024-08-15,T00242,C062,Quartz Foods,Advertiser,Search Ads,Brand ads,APAC,direct,4577.6451,0.3777,0.0,1728.9667,605.1383
2024-08-15,T00243,C063,Rune Retail,Advertiser,Search Ads,Performance ads,Americas,partner,5147.1636,0.3777,0.0,1944.0726,680.4254
2024-08-15,T00244,C064,Sable Systems,Advertiser,Search Ads,Performance ads,EMEA,direct,6044.4065,0.3777,0.0,2282.9593,799.0357
2024-08-15,T00245,C065,Tundra Media,Advertiser,Search Ads,Performance ads,APAC,direct,5304.8555,0.3777,0.0,2003.6325,701.2714
2024-08-15,T00246,C066,Umber Group,Advertiser,Search Ads,Performance ads,Americas,partner,4779.4999,0.3777,0.0,1805.2068,631.8224
2024-08-15,T00247,C067,Vertex Robotics,Advertiser,Search Ads,Performance ads,EMEA,direct,4763.592,0.3777,0.0,1799.1984,629.7194
2024-08-15,T00248,C068,Willow Logistics,Advertiser,Search Ads,Performance ads,APAC,direct,3820.0992,0.3777,0.0,1442.8432,504.9951
2024-08-15,T00249,C069,Xenon Mobility,Advertiser,Search Ads,Performance ads,Americas,partner,2766.7042,0.3777,0.0,1044.9782,365.7424
2024-08-15,T00250,C070,Yield Bank,Advertiser,Search Ads,Performance ads,EMEA,direct,4605.1287,0.3777,0.0,1739.3472,608.7715
2024-08-15,T00251,C071,Zephyr Labs,Advertiser,Search Ads,Performance ads,APAC,direct,3537.5686,0.3777,0.0,1336.132,467.6462
2024-08-15,T00252,C072,Northwind Energy,Advertiser,Search Ads,Performance ads,Americas,partner,4215.0642,0.3777,0.0,1592.0206,557.2072
2024-08-15,T00253,C073,Bluepeak Health,Advertiser,Search Ads,Performance ads,EMEA,direct,5962.0386,0.3777,0.0,2251.8491,788.1472
2024-08-15,T00254,C074,Atlas Foods,Advertiser,Search Ads,Performance ads,APAC,direct,3487.5061,0.3777,0.0,1317.2235,461.0282
2024-08-15,T00255,C075,Ridgeline Retail,Advertiser,Search Ads,Performance ads,Americas,partner,2860.6805,0.3777,0.0,1080.4729,378.1655
2024-08-15,T00256,C076,Solent Systems,Advertiser,Search Ads,Performance ads,EMEA,direct,3915.5092,0.3777,0.0,1478.8794,517.6078
2024-08-15,T00257,C077,Kestrel Media,Advertiser,Search Ads,Performance ads,APAC,direct,3917.167,0.3777,0.0,1479.5055,517.8269
2024-08-15,T00258,C078,Marrow Group,Advertiser,Search Ads,Performance ads,Americas,partner,5329.2063,0.3777,0.0,2012.8297,704.4904
2024-08-15,T00259,C079,Quill Robotics,Advertiser,Search Ads,Performance ads,EMEA,direct,4753.6759,0.3777,0.0,1795.4531,628.4086
2024-08-15,T00260,C080,Harbor Logistics,Advertiser,Search Ads,Performance ads,APAC,direct,5736.5058,0.3777,0.0,2166.6658,758.333
2024-08-15,T00261,C081,Vector Mobility,Advertiser,Search Ads,Performance ads,Americas,partner,5435.7934,0.3777,0.0,2053.0874,718.5806
2024-08-15,T00262,C082,Lumen Bank,Advertiser,Search Ads,Performance ads,EMEA,direct,4457.6772,0.3777,0.0,1683.655,589.2793
2024-08-15,T00263,S01,Premium tier,Consumer,Subscriptions,Premium tier,APAC,direct,41175.0,0.2492,0.0,10260.0,4309.2
2024-08-15,T00264,S02,Family tier,Consumer,Subscriptions,Family tier,Americas,partner,27450.0,0.2492,0.0,6840.0,2872.8
2024-08-15,T00265,S03,Student tier,Consumer,Subscriptions,Student tier,EMEA,direct,9150.0,0.2492,0.0,2280.0,957.6
2024-08-15,T00266,S04,Enterprise seats,Consumer,Subscriptions,Enterprise seats,APAC,direct,13725.0,0.2492,0.0,3420.0,1436.4
2024-08-15,T00267,D01,Retail channel,Channel,Devices & Network,Hardware,Americas,partner,30942.8571,0.42,0.0,12996.0,10136.88
2024-08-15,T00268,D02,Carrier channel,Channel,Devices & Network,Hardware,EMEA,direct,24428.5714,0.42,0.0,10260.0,8002.8
2024-08-15,T00269,D03,Online store,Channel,Devices & Network,Hardware,APAC,direct,17914.2857,0.42,0.0,7524.0,5868.72
2024-08-15,T00270,D04,Wholesale,Channel,Devices & Network,Hardware,Americas,partner,8142.8571,0.42,0.0,3420.0,2667.6
2024-11-15,T00271,C001,Helios Dynamics,Enterprise,Cloud,AI Infrastructure,APAC,direct,803.3223,2.0623,66.2677,1590.424,803.1641
2024-11-15,T00272,C002,VantaCore AI,Enterprise,Cloud,AI Infrastructure,Americas,direct,654.319,2.0623,53.9761,1295.426,654.1901
2024-11-15,T00273,C003,Corex Systems,Enterprise,Cloud,AI Infrastructure,Americas,partner,498.8373,2.0623,41.1501,987.602,498.739
2024-11-15,T00274,C004,Northwind Systems,Enterprise,Cloud,AI Infrastructure,EMEA,direct,143.4717,2.0623,11.8353,284.0465,143.4435
2024-11-15,T00275,C005,Bluepeak Media,Enterprise,Cloud,AI Infrastructure,APAC,direct,138.5919,2.0623,11.4327,274.3854,138.5646
2024-11-15,T00276,C006,Atlas Group,Enterprise,Cloud,AI Infrastructure,Americas,partner,145.8985,2.0623,12.0355,288.851,145.8698
2024-11-15,T00277,C007,Ridgeline Robotics,Enterprise,Cloud,AI Infrastructure,Americas,direct,144.0163,2.0623,11.8802,285.1246,143.9879
2024-11-15,T00278,C008,Solent Logistics,Enterprise,Cloud,AI Infrastructure,EMEA,direct,144.2309,2.0623,11.8979,285.5495,144.2025
2024-11-15,T00279,C009,Kestrel Mobility,Enterprise,Cloud,Data Platform,APAC,partner,138.856,2.0623,11.4545,274.9083,138.8287
2024-11-15,T00280,C010,Marrow Bank,Enterprise,Cloud,Data Platform,Americas,direct,141.4201,2.0623,11.666,279.9847,141.3923
2024-11-15,T00281,C011,Quill Labs,Enterprise,Cloud,Data Platform,Americas,direct,140.7763,2.0623,11.6129,278.7101,140.7486
2024-11-15,T00282,C012,Harbor Energy,Enterprise,Cloud,Data Platform,EMEA,partner,145.4625,2.0623,11.9995,287.9879,145.4339
2024-11-15,T00283,C013,Vector Health,Mid-market,Cloud,AI Infrastructure,APAC,direct,144.763,1.4587,4.2233,206.9424,104.5059
2024-11-15,T00284,C014,Lumen Foods,Mid-market,Cloud,AI Infrastructure,Americas,direct,175.3957,1.4587,5.117,250.7327,126.62
2024-11-15,T00285,C015,Praxis Retail,Mid-market,Cloud,AI Infrastructure,Americas,partner,121.3535,1.4587,3.5404,173.478,87.6064
2024-11-15,T00286,C016,Onyx Systems,Mid-market,Cloud,AI Infrastructure,EMEA,direct,103.029,1.4587,3.0058,147.2826,74.3777
2024-11-15,T00287,C017,Cinder Media,Mid-market,Cloud,Data Platform,APAC,direct,132.7044,1.4587,3.8715,189.7044,95.8007
2024-11-15,T00288,C018,Fable Group,Mid-market,Cloud,Data Platform,Americas,partner,84.2258,1.4587,2.4572,120.403,60.8035
2024-11-15,T00289,C019,Granite Robotics,Mid-market,Cloud,Data Platform,Americas,direct,176.266,1.4587,5.1424,251.9768,127.2483
2024-11-15,T00290,C020,Iris Logistics,Mid-market,Cloud,Data Platform,EMEA,direct,142.9487,1.4587,4.1704,204.3489,103.1962
2024-11-15,T00291,C021,Juniper Mobility,Mid-market,Cloud,Data Platform,APAC,partner,163.787,1.4587,4.7783,234.1378,118.2396
2024-11-15,T00292,C022,Krill Bank,Mid-market,Cloud,Data Platform,Americas,direct,113.9949,1.4587,3.3257,162.9586,82.2941
2024-11-15,T00293,C023,Lattice Labs,Mid-market,Cloud,Data Platform,Americas,direct,199.3992,1.4587,5.8173,285.0463,143.9484
2024-11-15,T00294,C024,Mosaic Energy,Mid-market,Cloud,Data Platform,EMEA,partner,187.6031,1.4587,5.4731,268.1835,135.4327
2024-11-15,T00295,C025,Nimbus Health,Mid-market,Cloud,Data Platform,APAC,direct,167.418,1.4587,4.8843,239.3284,120.8608
2024-11-15,T00296,C026,Opal Foods,Mid-market,Cloud,Data Platform,Americas,direct,99.7709,1.4587,2.9107,142.625,72.0256
2024-11-15,T00297,C027,Pylon Retail,Mid-market,Cloud,Data Platform,Americas,partner,123.4618,1.4587,3.6019,176.4918,89.1284
2024-11-15,T00298,C028,Quartz Systems,Mid-market,Cloud,Data Platform,EMEA,direct,81.5373,1.4587,2.3788,116.5597,58.8626
2024-11-15,T00299,C029,Rune Media,SMB,Cloud,Productivity Suite,APAC,direct,140.7296,0.5533,0.0,77.8657,39.3222
2024-11-15,T00300,C030,Sable Group,SMB,Cloud,Productivity Suite,Americas,partner,222.6353,0.5533,0.0,123.1841,62.208
2024-11-15,T00301,C031,Tundra Robotics,SMB,Cloud,Productivity Suite,Americas,direct,238.1406,0.5533,0.0,131.7632,66.5404
2024-11-15,T00302,C032,Umber Logistics,SMB,Cloud,Productivity Suite,EMEA,direct,293.5154,0.5533,0.0,162.402,82.013
2024-11-15,T00303,C033,Vertex Mobility,SMB,Cloud,Productivity Suite,APAC,partner,164.749,0.5533,0.0,91.1556,46.0336
2024-11-15,T00304,C034,Willow Bank,SMB,Cloud,Productivity Suite,Americas,direct,170.0577,0.5533,0.0,94.0929,47.5169
2024-11-15,T00305,C035,Xenon Labs,SMB,Cloud,Productivity Suite,Americas,direct,182.525,0.5533,0.0,100.9911,51.0005
2024-11-15,T00306,C036,Yield Energy,SMB,Cloud,Productivity Suite,EMEA,partner,146.3904,0.5533,0.0,80.9978,40.9039
2024-11-15,T00307,C037,Zephyr Health,SMB,Cloud,Productivity Suite,APAC,direct,136.5541,0.5533,0.0,75.5554,38.1555
2024-11-15,T00308,C038,Northwind Foods,SMB,Cloud,Productivity Suite,Americas,direct,183.381,0.5533,0.0,101.4647,51.2397
2024-11-15,T00309,C039,Bluepeak Retail,SMB,Cloud,Productivity Suite,Americas,partner,151.9449,0.5533,0.0,84.0711,42.4559
2024-11-15,T00310,C040,Atlas Systems,SMB,Cloud,Productivity Suite,EMEA,direct,219.4918,0.5533,0.0,121.4448,61.3296
2024-11-15,T00311,C041,Ridgeline Media,SMB,Cloud,Productivity Suite,APAC,direct,178.2157,0.5533,0.0,98.6068,49.7964
2024-11-15,T00312,C042,Solent Group,SMB,Cloud,Productivity Suite,Americas,partner,261.3602,0.5533,0.0,144.6106,73.0284
2024-11-15,T00313,C043,Kestrel Robotics,SMB,Cloud,Productivity Suite,Americas,direct,226.8319,0.5533,0.0,125.5061,63.3806
2024-11-15,T00314,C044,Marrow Logistics,SMB,Cloud,Productivity Suite,EMEA,direct,163.1207,0.5533,0.0,90.2547,45.5786
2024-11-15,T00315,C045,Quill Mobility,SMB,Cloud,Productivity Suite,APAC,partner,261.2504,0.5533,0.0,144.5498,72.9977
2024-11-15,T00316,C046,Harbor Bank,SMB,Cloud,Productivity Suite,Americas,direct,253.9836,0.5533,0.0,140.5291,70.9672
2024-11-15,T00317,C047,Vector Labs,SMB,Cloud,Productivity Suite,Americas,direct,172.0856,0.5533,0.0,95.215,48.0836
2024-11-15,T00318,C048,Lumen Energy,SMB,Cloud,Productivity Suite,EMEA,partner,160.145,0.5533,0.0,88.6083,44.7472
2024-11-15,T00319,C049,Praxis Health,SMB,Cloud,Productivity Suite,APAC,direct,222.5024,0.5533,0.0,123.1106,62.1708
2024-11-15,T00320,C050,Onyx Foods,SMB,Cloud,Productivity Suite,Americas,direct,138.2634,0.5533,0.0,76.5012,38.6331
2024-11-15,T00321,C051,Cinder Retail,SMB,Cloud,Productivity Suite,Americas,partner,147.9863,0.5533,0.0,81.8808,41.3498
2024-11-15,T00322,C052,Fable Systems,SMB,Cloud,Productivity Suite,EMEA,direct,112.8475,0.5533,0.0,62.4385,31.5314
2024-11-15,T00323,C053,Granite Media,Advertiser,Search Ads,Brand ads,APAC,direct,6046.0645,0.3919,0.0,2369.4037,829.2913
2024-11-15,T00324,C054,Iris Group,Advertiser,Search Ads,Brand ads,Americas,partner,5591.1481,0.3919,0.0,2191.1256,766.894
2024-11-15,T00325,C055,Juniper Robotics,Advertiser,Search Ads,Brand ads,EMEA,direct,5991.4677,0.3919,0.0,2348.0076,821.8027
2024-11-15,T00326,C056,Krill Logistics,Advertiser,Search Ads,Brand ads,APAC,direct,6507.9423,0.3919,0.0,2550.4098,892.6434
2024-11-15,T00327,C057,Lattice Mobility,Advertiser,Search Ads,Brand ads,Americas,partner,4951.4473,0.3919,0.0,1940.4321,679.1512
2024-11-15,T00328,C058,Mosaic Bank,Advertiser,Search Ads,Brand ads,EMEA,direct,5274.1331,0.3919,0.0,2066.89,723.4115
2024-11-15,T00329,C059,Nimbus Labs,Advertiser,Search Ads,Brand ads,APAC,direct,3235.6139,0.3919,0.0,1268.0108,443.8038
2024-11-15,T00330,C060,Opal Energy,Advertiser,Search Ads,Brand ads,Americas,partner,3134.4535,0.3919,0.0,1228.3669,429.9284
2024-11-15,T00331,C061,Pylon Health,Advertiser,Search Ads,Brand ads,EMEA,direct,5758.4,0.3919,0.0,2256.6703,789.8346
2024-11-15,T00332,C062,Quartz Foods,Advertiser,Search Ads,Brand ads,APAC,direct,5025.8956,0.3919,0.0,1969.6077,689.3627
2024-11-15,T00333,C063,Rune Retail,Advertiser,Search Ads,Performance ads,Americas,partner,5481.0814,0.3919,0.0,2147.9913,751.797
2024-11-15,T00334,C064,Sable Systems,Advertiser,Search Ads,Performance ads,EMEA,direct,6229.7253,0.3919,0.0,2441.3788,854.4826
2024-11-15,T00335,C065,Tundra Media,Advertiser,Search Ads,Performance ads,APAC,direct,5434.1773,0.3919,0.0,2129.61,745.3635
2024-11-15,T00336,C066,Umber Group,Advertiser,Search Ads,Performance ads,Americas,partner,5035.6083,0.3919,0.0,1973.414,690.6949
2024-11-15,T00337,C067,Vertex Robotics,Advertiser,Search Ads,Performance ads,EMEA,direct,5203.8191,0.3919,0.0,2039.3345,713.7671
2024-11-15,T00338,C068,Willow Logistics,Advertiser,Search Ads,Performance ads,APAC,direct,4211.4744,0.3919,0.0,1650.4427,577.6549
2024-11-15,T00339,C069,Xenon Mobility,Advertiser,Search Ads,Performance ads,Americas,partner,2976.5714,0.3919,0.0,1166.4942,408.273
2024-11-15,T00340,C070,Yield Bank,Advertiser,Search Ads,Performance ads,EMEA,direct,4782.5549,0.3919,0.0,1874.2445,655.9856
2024-11-15,T00341,C071,Zephyr Labs,Advertiser,Search Ads,Performance ads,APAC,direct,3616.4555,0.3919,0.0,1417.2596,496.0409
2024-11-15,T00342,C072,Northwind Energy,Advertiser,Search Ads,Performance ads,Americas,partner,4394.6864,0.3919,0.0,1722.242,602.7847
2024-11-15,T00343,C073,Bluepeak Health,Advertiser,Search Ads,Performance ads,EMEA,direct,6456.5046,0.3919,0.0,2530.2518,885.5881
2024-11-15,T00344,C074,Atlas Foods,Advertiser,Search Ads,Performance ads,APAC,direct,3849.543,0.3919,0.0,1508.6047,528.0116
2024-11-15,T00345,C075,Ridgeline Retail,Advertiser,Search Ads,Performance ads,Americas,partner,3106.56,0.3919,0.0,1217.4357,426.1025
2024-11-15,T00346,C076,Solent Systems,Advertiser,Search Ads,Performance ads,EMEA,direct,4104.1953,0.3919,0.0,1608.4009,562.9403
2024-11-15,T00347,C077,Kestrel Media,Advertiser,Search Ads,Performance ads,APAC,direct,4008.6947,0.3919,0.0,1570.9749,549.8412
2024-11-15,T00348,C078,Marrow Group,Advertiser,Search Ads,Performance ads,Americas,partner,5507.3885,0.3919,0.0,2158.3009,755.4053
2024-11-15,T00349,C079,Quill Robotics,Advertiser,Search Ads,Performance ads,EMEA,direct,5094.7122,0.3919,0.0,1996.5764,698.8017
2024-11-15,T00350,C080,Harbor Logistics,Advertiser,Search Ads,Performance ads,APAC,direct,6320.3808,0.3919,0.0,2476.906,866.9171
2024-11-15,T00351,C081,Vector Mobility,Advertiser,Search Ads,Performance ads,Americas,partner,5948.8002,0.3919,0.0,2331.2866,815.9503
2024-11-15,T00352,C082,Lumen Bank,Advertiser,Search Ads,Performance ads,EMEA,direct,4720.5007,0.3919,0.0,1849.926,647.4741
2024-11-15,T00353,S01,Premium tier,Consumer,Subscriptions,Premium tier,APAC,direct,41850.0,0.2527,0.0,10575.0,4441.5
2024-11-15,T00354,S02,Family tier,Consumer,Subscriptions,Family tier,Americas,partner,27900.0,0.2527,0.0,7050.0,2961.0
2024-11-15,T00355,S03,Student tier,Consumer,Subscriptions,Student tier,EMEA,direct,9300.0,0.2527,0.0,2350.0,987.0
2024-11-15,T00356,S04,Enterprise seats,Consumer,Subscriptions,Enterprise seats,APAC,direct,13950.0,0.2527,0.0,3525.0,1480.5
2024-11-15,T00357,D01,Retail channel,Channel,Devices & Network,Hardware,Americas,partner,35738.0952,0.42,0.0,15010.0,11707.8
2024-11-15,T00358,D02,Carrier channel,Channel,Devices & Network,Hardware,EMEA,direct,28214.2857,0.42,0.0,11850.0,9243.0
2024-11-15,T00359,D03,Online store,Channel,Devices & Network,Hardware,APAC,direct,20690.4762,0.42,0.0,8690.0,6778.2
2024-11-15,T00360,D04,Wholesale,Channel,Devices & Network,Hardware,Americas,partner,9404.7619,0.42,0.0,3950.0,3081.0
2025-02-15,T00361,C001,Helios Dynamics,Enterprise,Cloud,AI Infrastructure,Americas,direct,691.4634,2.0664,57.1536,1371.6864,692.7016
2025-02-15,T00362,C002,VantaCore AI,Enterprise,Cloud,AI Infrastructure,EMEA,direct,562.5,2.0664,46.494,1115.856,563.5073
2025-02-15,T00363,C003,Corex Systems,Enterprise,Cloud,AI Infrastructure,APAC,partner,428.0488,2.0664,35.3808,849.1392,428.8153
2025-02-15,T00364,C004,Northwind Systems,Enterprise,Cloud,AI Infrastructure,Americas,direct,119.1285,2.0664,9.8467,236.3205,119.3418
2025-02-15,T00365,C005,Bluepeak Media,Enterprise,Cloud,AI Infrastructure,Americas,direct,113.2347,2.0664,9.3595,224.6286,113.4374
2025-02-15,T00366,C006,Atlas Group,Enterprise,Cloud,AI Infrastructure,EMEA,partner,122.0923,2.0664,10.0917,242.1998,122.3109
2025-02-15,T00367,C007,Ridgeline Robotics,Enterprise,Cloud,AI Infrastructure,APAC,direct,119.7941,2.0664,9.9017,237.6407,120.0086
2025-02-15,T00368,C008,Solent Logistics,Enterprise,Cloud,AI Infrastructure,Americas,direct,120.0564,2.0664,9.9234,238.1612,120.2714
2025-02-15,T00369,C009,Kestrel Mobility,Enterprise,Cloud,Data Platform,Americas,partner,113.5474,2.0664,9.3854,225.2489,113.7507
2025-02-15,T00370,C010,Marrow Bank,Enterprise,Cloud,Data Platform,EMEA,direct,116.628,2.0664,9.64,231.3602,116.8369
2025-02-15,T00371,C011,Quill Labs,Enterprise,Cloud,Data Platform,APAC,direct,115.8483,2.0664,9.5756,229.8133,116.0557
2025-02-15,T00372,C012,Harbor Energy,Enterprise,Cloud,Data Platform,Americas,partner,121.5607,2.0664,10.0477,241.1453,121.7784
2025-02-15,T00373,C013,Vector Health,Mid-market,Cloud,AI Infrastructure,Americas,direct,121.3381,1.4616,3.547,173.8007,87.7694
2025-02-15,T00374,C014,Lumen Foods,Mid-market,Cloud,AI Infrastructure,EMEA,direct,144.6054,1.4616,4.2271,207.1282,104.5997
2025-02-15,T00375,C015,Praxis Retail,Mid-market,Cloud,AI Infrastructure,APAC,partner,96.2601,1.4616,2.8139,137.8799,69.6294
2025-02-15,T00376,C016,Onyx Systems,Mid-market,Cloud,AI Infrastructure,Americas,direct,78.7011,1.4616,2.3006,112.7289,56.9281
2025-02-15,T00377,C017,Cinder Media,Mid-market,Cloud,Data Platform,Americas,direct,109.2411,1.4616,3.1933,156.4735,79.0191
2025-02-15,T00378,C018,Fable Group,Mid-market,Cloud,Data Platform,EMEA,partner,66.5607,1.4616,1.9457,95.3395,48.1464
2025-02-15,T00379,C019,Granite Robotics,Mid-market,Cloud,Data Platform,APAC,direct,145.1381,1.4616,4.2427,207.8912,104.985
2025-02-15,T00380,C020,Iris Logistics,Mid-market,Cloud,Data Platform,Americas,direct,119.641,1.4616,3.4973,171.3699,86.5418
2025-02-15,T00381,C021,Juniper Mobility,Mid-market,Cloud,Data Platform,Americas,partner,136.871,1.4616,4.001,196.0496,99.0051
2025-02-15,T00382,C022,Krill Bank,Mid-market,Cloud,Data Platform,EMEA,direct,88.0676,1.4616,2.5744,126.1452,63.7033
2025-02-15,T00383,C023,Lattice Labs,Mid-market,Cloud,Data Platform,APAC,direct,157.1303,1.4616,4.5932,225.0683,113.6595
2025-02-15,T00384,C024,Mosaic Energy,Mid-market,Cloud,Data Platform,Americas,partner,151.5155,1.4616,4.4291,217.026,109.5981
2025-02-15,T00385,C025,Nimbus Health,Mid-market,Cloud,Data Platform,Americas,direct,139.4195,1.4616,4.0755,199.7,100.8485
2025-02-15,T00386,C026,Opal Foods,Mid-market,Cloud,Data Platform,EMEA,direct,76.4484,1.4616,2.2347,109.5022,55.2986
2025-02-15,T00387,C027,Pylon Retail,Mid-market,Cloud,Data Platform,APAC,partner,98.7303,1.4616,2.8861,141.4182,71.4162
2025-02-15,T00388,C028,Quartz Systems,Mid-market,Cloud,Data Platform,Americas,direct,64.8427,1.4616,1.8955,92.8786,46.9037
2025-02-15,T00389,C029,Rune Media,SMB,Cloud,Productivity Suite,Americas,direct,110.9271,0.5544,0.0,61.498,31.0565
2025-02-15,T00390,C030,Sable Group,SMB,Cloud,Productivity Suite,EMEA,partner,191.1126,0.5544,0.0,105.9528,53.5062
